Title,Date,Time,Link
Pengundi bimbang SOP longgar boleh merebak Covid-19,2021-10-29,12:16:34,https://harakahdaily.net/index.php/2021/10/29/pengundi-bimbang-sop-longgar-boleh-merebak-covid-19/
Negara belum bebas lagi wabak Covid-19,2021-10-28,21:49:01,https://harakahdaily.net/index.php/2021/10/28/negara-belum-bebas-lagi-wabak-covid-19/
Musim tengkujuh tak jejas operasi pemberian dos penggalak,2021-10-28,17:52:59,https://harakahdaily.net/index.php/2021/10/28/musim-tengkujuh-tak-jejas-operasi-pemberian-dos-penggalak/
Anak muda perlu kuasai pentas politik Islam,2021-10-28,16:10:14,https://harakahdaily.net/index.php/2021/10/28/anak-muda-perlu-kuasai-pentas-politik-islam/
WHO iktiraf usaha Malaysia lawan pandemik Covid-19,2021-10-28,14:32:07,https://harakahdaily.net/index.php/2021/10/28/who-iktiraf-usaha-malaysia-lawan-pandemik-covid-19/
Operasi semula PASTI sangat ditunggu banyak pihak,2021-10-26,22:43:48,https://harakahdaily.net/index.php/2021/10/26/operasi-semula-pasti-sangat-ditunggu-banyak-pihak/
PAS cadang debat di televisyen ganti kempen fizikal,2021-10-26,17:33:34,https://harakahdaily.net/index.php/2021/10/26/pas-cadang-debat-di-televisyen-ganti-kempen-fizikal/
Dos penggalak secara heterologus untuk penerima Sinovac,2021-10-26,14:08:31,https://harakahdaily.net/index.php/2021/10/26/dos-penggalak-secara-heterologus-untuk-penerima-sinovac/
Jabatan Kesihatan Sandakan hargai sumbangan JAM Sabah,2021-10-24,17:22:18,https://harakahdaily.net/index.php/2021/10/24/jabatan-kesihatan-sandakan-hargai-sumbangan-jam-sabah/
"Dr Suhaini kongsi kegembiraan bersama bonda, keluarga",2021-10-24,09:36:31,https://harakahdaily.net/index.php/2021/10/24/dr-suhaini-kongsi-kegembiraan-bersama-bonda-keluarga/
"Pematuhan SOP kempen, petunjuk rakyat keluar mengundi",2021-10-23,22:01:33,https://harakahdaily.net/index.php/2021/10/23/pematuhan-sop-kempen-petunjuk-rakyat-keluar-mengundi/
Covid-19: Jabatan Amal Sabah terima penghargaan,2021-10-23,17:51:56,https://harakahdaily.net/index.php/2021/10/23/covid-19-jabatan-amal-sabah-terima-penghargaan/
Siti Aishah kekal terajui Dewan Muslimat PAS Kedah,2021-10-22,15:14:23,https://harakahdaily.net/index.php/2021/10/22/siti-aishah-kekal-terajui-dewan-muslimat-pas-kedah/
Rentas negeri: Pastikan anak kecil dilindungi daripada Covid,2021-10-22,12:06:21,https://harakahdaily.net/index.php/2021/10/22/rentas-negeri-pastikan-anak-kecil-dilindungi-daripada-covid/
Pencegahan dalam perubatan,2021-10-22,10:09:54,https://harakahdaily.net/index.php/2021/10/22/pencegahan-dalam-perubatan/
Kutipan Zakat Terengganu meningkat 15 peratus,2021-10-21,10:35:25,https://harakahdaily.net/index.php/2021/10/21/kutipan-zakat-terengganu-meningkat-15-peratus/
Pemerkasaan jentera parti tumpuan PAS Pekan,2021-10-21,09:19:42,https://harakahdaily.net/index.php/2021/10/21/pemerkasaan-jentera-parti-tumpuan-pas-pekan/
Pematuhan SOP rendah punca kes Covid-19 di Kelantan tinggi,2021-10-20,14:44:13,https://harakahdaily.net/index.php/2021/10/20/pematuhan-sop-rendah-punca-kes-covid-19-di-kelantan-tinggi/
Ustaz Abdullah rasai kehilangan Ustaz Selamat,2021-10-20,12:57:32,https://harakahdaily.net/index.php/2021/10/20/ustaz-abdullah-rasai-kehilangan-ustaz-selamat/
"Covid: Kerajaan fokus satu SOP am, sembilan garis panduan",2021-10-18,18:08:24,https://harakahdaily.net/index.php/2021/10/18/covid-kerajaan-fokus-satu-sop-am-sembilan-garis-panduan/
Terengganu bantu anak yatim mangsa Covid-19,2021-10-18,15:04:29,https://harakahdaily.net/index.php/2021/10/18/terengganu-bantu-anak-yatim-mangsa-covid-19/
"PRN Melaka: Mengundi 20 Nov, penamaan calon 8 Nov",2021-10-18,12:20:44,https://harakahdaily.net/index.php/2021/10/18/prn-melaka-mengundi-20-nov-penamaan-calon-8-nov/
Rentas negeri mungkin disalah guna sesetengah pihak,2021-10-18,12:08:06,https://harakahdaily.net/index.php/2021/10/18/rentas-negeri-mungkin-disalah-guna-sesetengah-pihak/
Kumpulan pertama jemaah AlFajr Travel & Tours tiba di Tanah Suci,2021-10-17,11:24:28,https://harakahdaily.net/index.php/2021/10/17/kumpulan-pertama-jemaah-alfajr-travel-tours-tiba-di-tanah-suci/
"Solat kapasiti penuh di Masjidil Haram, Masjid Nabawi bermula esok",2021-10-16,10:04:27,https://harakahdaily.net/index.php/2021/10/16/solat-kapasiti-penuh-di-masjidil-haram-masjid-nabawi-bermula-esok/
"Lembah Klang, Melaka beralih ke Fasa Empat Isnin ini",2021-10-15,22:10:12,https://harakahdaily.net/index.php/2021/10/15/lembah-klang-melaka-beralih-ke-fasa-empat-isnin-ini/
R&R dibenar beroperasi penuh bermula esok,2021-10-15,22:05:06,https://harakahdaily.net/index.php/2021/10/15/rr-dibenar-beroperasi-penuh-bermula-esok/
Polis Melaka pantau SOP di kawasan tumpuan pelancong,2021-10-15,19:06:05,https://harakahdaily.net/index.php/2021/10/15/polis-melaka-pantau-sop-di-kawasan-tumpuan-pelancong/
Era transisi endemik: Orang ramai jangan leka,2021-10-15,18:54:35,https://harakahdaily.net/index.php/2021/10/15/era-transisi-endemik-orang-ramai-jangan-leka/
Kerajaan negeri sokong ujian Covid-19 ke Langkawi dihentikan,2021-10-14,18:36:47,https://harakahdaily.net/index.php/2021/10/14/kerajaan-negeri-sokong-ujian-covid-19-ke-langkawi-dihentikan/
"Sasar 200,000 individu disuntik dos ketiga di Kelantan",2021-10-14,18:12:44,https://harakahdaily.net/index.php/2021/10/14/sasar-200000-individu-disuntik-dos-ketiga-di-kelantan/
Solat Jumaat di Kelantan ikut kapasiti masjid,2021-10-14,18:09:53,https://harakahdaily.net/index.php/2021/10/14/solat-jumaat-di-kelantan-ikut-kapasiti-masjid/
Kerajaan perlu tingkatkan keberkesanan perkhidmatan kesihatan primer,2021-10-14,15:04:16,https://harakahdaily.net/index.php/2021/10/14/kerajaan-perlu-tingkatkan-keberkesanan-perkhidmatan-kesihatan-primer/
Perlu struktur fiskal negara yang berdaya tahan,2021-10-14,13:10:46,https://harakahdaily.net/index.php/2021/10/14/perlu-struktur-fiskal-negara-yang-berdaya-tahan/
"Kerja penambahbaikan, senggara aset kritikal LRA SSP1 siap",2021-10-14,10:12:58,https://harakahdaily.net/index.php/2021/10/14/kerja-penambahbaikan-senggara-aset-kritikal-lra-ssp1-siap/
Hidup bersama endemik Covid-19 tuntut kebersihan tangan,2021-10-14,09:38:48,https://harakahdaily.net/index.php/2021/10/14/hidup-bersama-endemik-covid-19-tuntut-kebersihan-tangan/
"Kerja tambah baik, senggara aset kritikal LRA SSP1 83.9 peratus",2021-10-13,21:50:02,https://harakahdaily.net/index.php/2021/10/13/kerja-tambah-baik-senggara-aset-kritikal-lra-ssp1-83-9-peratus/
Pelajar IPT kembali ke kampus dengan SOP ketat,2021-10-13,18:34:48,https://harakahdaily.net/index.php/2021/10/13/pelajar-ipt-kembali-ke-kampus-dengan-sop-ketat/
Bantu pemulihan rakyat dari impak pandemik,2021-10-13,12:25:46,https://harakahdaily.net/index.php/2021/10/13/bantu-pemulihan-rakyat-dari-impak-pandemik/
PRN: Mengulangi kegemilangan Melaka,2021-10-13,11:32:44,https://harakahdaily.net/index.php/2021/10/13/prn-mengulangi-kegemilangan-melaka/
Rakyat kurang senang jika PRN sekarang,2021-10-13,11:09:30,https://harakahdaily.net/index.php/2021/10/13/rakyat-kurang-senang-jika-prn-sekarang/
Buat ujian saringan Covid-19 sebelum pulang ke kampung,2021-10-12,18:08:54,https://harakahdaily.net/index.php/2021/10/12/buat-ujian-saringan-covid-19-sebelum-pulang-ke-kampung/
Kebenaran rentas negeri legakan agensi pelancongan,2021-10-12,15:41:45,https://harakahdaily.net/index.php/2021/10/12/kebenaran-rentas-negeri-legakan-agensi-pelancongan/
SJR di pintu masuk dikekal cegah penyeludupan,2021-10-12,15:22:39,https://harakahdaily.net/index.php/2021/10/12/sjr-di-pintu-masuk-dikekal-cegah-penyeludupan/
Usaha pemuliharaan penyu perlukan kesedaran awam,2021-10-12,12:08:25,https://harakahdaily.net/index.php/2021/10/12/usaha-pemuliharaan-penyu-perlukan-kesedaran-awam/
Kerajaan diminta bantu PKS pulih sepenuhnya,2021-10-12,12:06:06,https://harakahdaily.net/index.php/2021/10/12/kerajaan-diminta-bantu-pks-pulih-sepenuhnya/
Perlis benar masjid dibuka sepenuhnya mulai esok,2021-10-12,11:43:37,https://harakahdaily.net/index.php/2021/10/12/perlis-benar-masjid-dibuka-sepenuhnya-mulai-esok/
Dialog Ummah berpaksikan Politik Matang dan Sejahtera,2021-10-12,10:56:05,https://harakahdaily.net/index.php/2021/10/12/dialog-ummah-berpaksikan-politik-matang-dan-sejahtera/
Rentas negeri: Tiada kesesakan luar biasa di Kota Bharu,2021-10-11,18:32:09,https://harakahdaily.net/index.php/2021/10/11/rentas-negeri-tiada-kesesakan-luar-biasa-di-kota-bharu/
"Rentas negeri: Jangan leka, amal kawalan kendiri",2021-10-11,18:24:33,https://harakahdaily.net/index.php/2021/10/11/rentas-negeri-jangan-leka-amal-kawalan-kendiri/
"UniMAP terima 1,901 pelajar baharu Ijazah Sarjana Muda sesi 2021/2022",2021-10-11,17:25:54,https://harakahdaily.net/index.php/2021/10/11/unimap-terima-1901-pelajar-baharu-ijazah-sarjana-muda-sesi-2021-2022/
"Teruja rentas negeri, rakyat janji patuhi SOP",2021-10-11,15:06:48,https://harakahdaily.net/index.php/2021/10/11/teruja-rentas-negeri-rakyat-janji-patuhi-sop/
Kerajaan perlu proaktif tangani kes cubaan bunuh diri,2021-10-11,14:29:38,https://harakahdaily.net/index.php/2021/10/11/kerajaan-perlu-proaktif-tangani-kes-cubaan-bunuh-diri/
Teruskan pemberian diskaun bil elektrik,2021-10-11,12:38:23,https://harakahdaily.net/index.php/2021/10/11/teruskan-pemberian-diskaun-bil-elektrik/
"Kelantan sasar 300,000 pengunjung bulan ini",2021-10-11,12:02:10,https://harakahdaily.net/index.php/2021/10/11/kelantan-sasar-300000-pengunjung-bulan-ini/
Rentas negeri: Pemimpin ingatkan rakyat terus patuhi SOP,2021-10-10,23:15:39,https://harakahdaily.net/index.php/2021/10/10/rentas-negeri-pemimpin-ingatkan-rakyat-terus-patuhi-sop/
Hishammuddin rakam ucapan terima kasih kepada petugas SJR,2021-10-10,23:03:37,https://harakahdaily.net/index.php/2021/10/10/hishammuddin-rakam-ucapan-terima-kasih-kepada-petugas-sjr/
Pengoperasian di PPV sesuai jadi panduan PRN Melaka,2021-10-10,20:35:26,https://harakahdaily.net/index.php/2021/10/10/pengoperasian-di-ppv-sesuai-jadi-panduan-prn-melaka/
Santai di pantai: Awasi keselamatan anak-anak,2021-10-10,16:31:34,https://harakahdaily.net/index.php/2021/10/10/santai-di-pantai-awasi-keselamatan-anak-anak/
Rentas negara tidak perlu MyTravelPass mulai esok – PM,2021-10-10,16:12:35,https://harakahdaily.net/index.php/2021/10/10/rentas-negara-tidak-perlu-mytravelpass-mulai-esok-pm/
Kerajaan benar rentas negeri bermula esok – PM,2021-10-10,15:24:03,https://harakahdaily.net/index.php/2021/10/10/kerajaan-benar-rentas-negeri-bermula-esok-pm/
GENGGAM Selangor bantu rakyat terkesan Covid-19,2021-10-09,18:12:15,https://harakahdaily.net/index.php/2021/10/09/genggam-selangor-bantu-rakyat-terkesan-covid-19/
Seluruh negara bersiap sedia ‘gelombang’ rentas negeri,2021-10-09,17:58:59,https://harakahdaily.net/index.php/2021/10/09/seluruh-negara-bersiap-sedia-gelombang-rentas-negeri/
25 PPV awam di Perak dijangka tutup sepenuhnya hujung bulan ini,2021-10-09,17:18:00,https://harakahdaily.net/index.php/2021/10/09/25-ppv-awam-di-perak-dijangka-tutup-sepenuhnya-hujung-bulan-ini/
Buka sempadan negeri: Bukan tiket untuk rakyat berasa selesa,2021-10-09,12:56:18,https://harakahdaily.net/index.php/2021/10/09/buka-sempadan-negeri-bukan-tiket-untuk-rakyat-berasa-selesa/
Trafik dijangka meningkat apabila rentas negeri dibenarkan,2021-10-08,22:37:35,https://harakahdaily.net/index.php/2021/10/08/trafik-dijangka-meningkat-apabila-rentas-negeri-dibenarkan/
Kebenaran rentas negeri akan dikuatkuasa serentak seluruh negara,2021-10-08,22:28:39,https://harakahdaily.net/index.php/2021/10/08/kebenaran-rentas-negeri-akan-dikuatkuasa-serentak-seluruh-negara/
"RMK12 dilulus, sidang Dewan Rakyat berbaki dua hari",2021-10-08,08:37:38,https://harakahdaily.net/index.php/2021/10/08/rmk12-dilulus-sidang-dewan-rakyat-berbaki-dua-hari/
"Molnupiravir percuma kepada pesakit bergejala, kategori tiga ke atas",2021-10-07,18:39:44,https://harakahdaily.net/index.php/2021/10/07/molnupiravir-percuma-kepada-pesakit-bergejala-kategori-tiga-ke-atas/
Dewan Rakyat lulus RMK12,2021-10-07,18:31:44,https://harakahdaily.net/index.php/2021/10/07/dewan-rakyat-lulus-rmk12/
Pergolakan politik di Melaka cetus kegelisahan rakyat,2021-10-07,14:36:54,https://harakahdaily.net/index.php/2021/10/07/pergolakan-politik-di-melaka-cetus-kegelisahan-rakyat/
Kerajaan tidak buka pintu sempadan negara sewenang-wenang,2021-10-07,12:19:55,https://harakahdaily.net/index.php/2021/10/07/kerajaan-tidak-buka-pintu-sempadan-negara-sewenang-wenang/
PASRelief hulur sumbangan buat mahasiswa di Yaman,2021-10-07,09:49:42,https://harakahdaily.net/index.php/2021/10/07/pasrelief-hulur-sumbangan-buat-mahasiswa-di-yaman/
RMK12: Penggulungan hari terakhir di Dewan Rakyat,2021-10-07,08:31:35,https://harakahdaily.net/index.php/2021/10/07/rmk12-penggulungan-hari-terakhir-di-dewan-rakyat/
1.9 juta remaja terima dos pertama,2021-10-06,20:25:24,https://harakahdaily.net/index.php/2021/10/06/1-9-juta-remaja-terima-dos-pertama/
"PRN Melaka: SOP ketat, pengendalian berbeza",2021-10-06,16:04:27,https://harakahdaily.net/index.php/2021/10/06/prn-melaka-sop-ketat-pengendalian-berbeza/
"Rebat, diskaun bil elektrik tertakluk kewangan kerajaan",2021-10-06,15:49:49,https://harakahdaily.net/index.php/2021/10/06/rebat-diskaun-bil-elektrik-tertakluk-kewangan-kerajaan/
Transisi pandemik ke endemik perlu sistematik,2021-10-06,15:24:15,https://harakahdaily.net/index.php/2021/10/06/transisi-pandemik-ke-endemik-perlu-sistematik/
"Kes Covid-19 dunia lepasi 236 juta orang, 5 juta mati",2021-10-06,11:25:31,https://harakahdaily.net/index.php/2021/10/06/kes-covid-19-dunia-lepasi-236-juta-orang-5-juta-mati/
Soalan-soalan berkaitan situasi di Melaka,2021-10-06,10:52:08,https://harakahdaily.net/index.php/2021/10/06/soalan-soalan-berkaitan-situasi-di-melaka/
Protokol Montreal: Malaysia diberi pengiktirafan tahap terbaik (A+),2021-10-05,23:06:24,https://harakahdaily.net/index.php/2021/10/05/protokol-montreal-malaysia-diberi-pengiktirafan-tahap-terbaik-a/
Kelantan sukar beralih fasa 3 kes Covid masih 4 digit,2021-10-05,17:45:16,https://harakahdaily.net/index.php/2021/10/05/kelantan-sukar-beralih-fasa-3-kes-covid-masih-4-digit/
Dewan Rakyat: Penggulungan RMK12 bermula hari ini,2021-10-05,09:32:15,https://harakahdaily.net/index.php/2021/10/05/dewan-rakyat-penggulungan-rmk12-bermula-hari-ini/
Kedah berjaya kurangkan penggunaan katil wad ICU,2021-10-04,14:48:57,https://harakahdaily.net/index.php/2021/10/04/kedah-berjaya-kurangkan-penggunaan-katil-wad-icu/
Kesesakan di Penjara diatasi elak penularan COVID-19,2021-10-04,12:45:00,https://harakahdaily.net/index.php/2021/10/04/kesesakan-di-penjara-diatasi-elak-penularan-covid-19/
Pengecualian dan penanggguhan bayar sewa untuk penghuni PPR,2021-10-04,11:54:56,https://harakahdaily.net/index.php/2021/10/04/pengecualian-dan-penanggguhan-bayar-sewa-untuk-penghuni-ppr/
Setiap kendiri perlu proaktif kawal risiko penularan,2021-10-04,10:38:57,https://harakahdaily.net/index.php/2021/10/04/setiap-kendiri-perlu-proaktif-kawal-risiko-penularan/
Masa untuk rentas negeri sudah semakin hampir – PM,2021-10-03,22:36:44,https://harakahdaily.net/index.php/2021/10/03/masa-untuk-rentas-negeri-sudah-semakin-hampir-pm/
"PICK remaja: Tindakan undang-undang sebar video, berita tidak benar",2021-10-02,23:44:23,https://harakahdaily.net/index.php/2021/10/02/pick-remaja-tindakan-undang-undang-sebar-video-berita-tidak-benar/
MB Johor bincang dengan Singapura isu rentas sempadan,2021-10-02,18:37:22,https://harakahdaily.net/index.php/2021/10/02/mb-johor-bincang-dengan-singapura-isu-rentas-sempadan/
"Perpaduan asas usaha pulihkan ekonomi, sosial terjejas Covid-19",2021-10-02,18:32:04,https://harakahdaily.net/index.php/2021/10/02/perpaduan-asas-usaha-pulihkan-ekonomi-sosial-terjejas-covid-19/
Ini bukan soal peribadi kita sahaja – Ahmad Marzuk,2021-10-02,15:17:03,https://harakahdaily.net/index.php/2021/10/02/ini-bukan-soal-peribadi-kita-sahaja-ahmad-marzuk/
Hanya 4 peratus lagi sebelum rentas negeri dibenarkan,2021-10-02,14:37:06,https://harakahdaily.net/index.php/2021/10/02/hanya-4-peratus-lagi-sebelum-rentas-negeri-dibenarkan/
Kanak-kanak 3 tahun kes pertama pelancong positif Covid-19 di Langkawi,2021-09-30,17:35:48,https://harakahdaily.net/index.php/2021/09/30/kanak-kanak-3-tahun-kes-pertama-pelancong-positif-covid-19-di-langkawi/
MOSTI guna RM314 juta peruntukan PICK setakat 30 Ogos,2021-09-30,14:40:08,https://harakahdaily.net/index.php/2021/09/30/mosti-guna-rm314-juta-peruntukan-pick-setakat-30-ogos/
"Lebih 400,000 individu bawah 18 tahun dijangkiti Covid-19 tahun ini",2021-09-30,14:08:38,https://harakahdaily.net/index.php/2021/09/30/lebih-400000-individu-bawah-18-tahun-dijangkiti-covid-19-tahun-ini/
Industri pembinaan rugi RM42 bilion sepanjang PKP,2021-09-30,12:49:31,https://harakahdaily.net/index.php/2021/09/30/industri-pembinaan-rugi-rm42-bilion-sepanjang-pkp/
‘Sayangi Jantung dan Terus Berhubung’,2021-09-29,15:49:23,https://harakahdaily.net/index.php/2021/09/29/sayangi-jantung-dan-terus-berhubung/
Sabah benar rentas daerah ikut zon mulai Jumaat ini,2021-09-29,08:41:09,https://harakahdaily.net/index.php/2021/09/29/sabah-benar-rentas-daerah-ikut-zon-mulai-jumaat-ini/
Netizen bersyukur usaha kerajaan dalam RMK12,2021-09-29,07:54:55,https://harakahdaily.net/index.php/2021/09/29/netizen-bersyukur-usaha-kerajaan-dalam-rmk12/
Malaysia masih menjadi negara tumpuan pelabur asing,2021-09-28,22:52:07,https://harakahdaily.net/index.php/2021/09/28/malaysia-masih-menjadi-negara-tumpuan-pelabur-asing/
"Gelembung pelancongan di Pulau Tioman, Genting Highlands ditangguh",2021-09-28,16:13:40,https://harakahdaily.net/index.php/2021/09/28/gelembung-pelancongan-di-pulau-tioman-genting-highlands-ditangguh/
Terengganu dijangka ke Fasa 4 PPN akhir Oktober,2021-09-28,15:47:58,https://harakahdaily.net/index.php/2021/09/28/terengganu-dijangka-ke-fasa-4-ppn-akhir-oktober/
MN Selangor santuni pelajar di PPV,2021-09-28,15:16:04,https://harakahdaily.net/index.php/2021/09/28/mn-selangor-santuni-pelajar-di-ppv/
1 juta dewasa di Kelantan terima suntikan dos pertama,2021-09-28,14:18:40,https://harakahdaily.net/index.php/2021/09/28/1-juta-dewasa-di-kelantan-terima-suntikan-dos-pertama/
Masjid di Kedah dibenar solat fardu separuh ruang solat,2021-09-28,11:09:35,https://harakahdaily.net/index.php/2021/09/28/masjid-di-kedah-dibenar-solat-fardu-separuh-ruang-solat/
‘Keluarga Dunia’: Masyarakat global perlu bersatu,2021-09-27,22:47:25,https://harakahdaily.net/index.php/2021/09/27/keluarga-dunia-masyarakat-global-perlu-bersatu/
Perkeso bayar pampasan RM11.19 juta kepada pekerja positif Covid-19,2021-09-27,16:20:58,https://harakahdaily.net/index.php/2021/09/27/perkeso-bayar-pampasan-rm11-19-juta-kepada-pekerja-positif-covid-19/
Adat mendengar dan menyantuni keluh rintihan,2021-09-27,15:10:21,https://harakahdaily.net/index.php/2021/09/27/adat-mendengar-dan-menyantuni-keluh-rintihan/
Bantuan untuk warga institusi Pendidikan Agama,2021-09-27,14:30:57,https://harakahdaily.net/index.php/2021/09/27/bantuan-untuk-warga-institusi-pendidikan-agama/
Jumlah pelaburan separuh tahun ini meningkat 69.8 peratus,2021-09-27,11:39:56,https://harakahdaily.net/index.php/2021/09/27/jumlah-pelaburan-separuh-tahun-ini-meningkat-69-8-peratus/
Akan turunkan harga maksimum kit ujian kendiri,2021-09-27,11:34:22,https://harakahdaily.net/index.php/2021/09/27/akan-turunkan-harga-maksimum-kit-ujian-kendiri/
Semak semula cabutan bertuah syarikat judi,2021-09-27,10:00:35,https://harakahdaily.net/index.php/2021/09/27/semak-semula-cabutan-bertuah-syarikat-judi/
Rancangan Malaysia Ke-12 tumpuan Dewan Rakyat hari ini,2021-09-27,08:33:13,https://harakahdaily.net/index.php/2021/09/27/rancangan-malaysia-ke-12-tumpuan-dewan-rakyat-hari-ini/
Langkawi: Buat ujian saringan Covid-19 lebih awal,2021-09-25,21:47:20,https://harakahdaily.net/index.php/2021/09/25/langkawi-buat-ujian-saringan-covid-19-lebih-awal/
Covid-19: Kes aktif semakin menurun dengan kes sembuh yang tinggi,2021-09-25,09:54:52,https://harakahdaily.net/index.php/2021/09/25/covid-19-kes-aktif-semakin-menurun-dengan-kes-sembuh-yang-tinggi/
Adakah Nabi SAW tidak mahu berubat?,2021-09-25,09:35:14,https://harakahdaily.net/index.php/2021/09/25/adakah-nabi-saw-tidak-mahu-berubat/
PM beri bayangan rentas negeri beberapa minggu lagi,2021-09-24,22:44:39,https://harakahdaily.net/index.php/2021/09/24/pm-beri-bayangan-rentas-negeri-beberapa-minggu-lagi/
Pembangunan belia negara seperti pembangunan remaja di Jepun,2021-09-24,15:15:23,https://harakahdaily.net/index.php/2021/09/24/pembangunan-belia-negara-seperti-pembangunan-remaja-di-jepun/
Pemaju perumahan mengeluh harga bahan binaan melonjak,2021-09-24,11:34:26,https://harakahdaily.net/index.php/2021/09/24/pemaju-perumahan-mengeluh-harga-bahan-binaan-melonjak/
Kedah mampu beralih ke Fasa 2 PPN,2021-09-23,18:47:30,https://harakahdaily.net/index.php/2021/09/23/kedah-mampu-beralih-ke-fasa-2-ppn/
"Tasik Kenyir terima 35,000 pengunjung sejak 1 Sept",2021-09-23,17:55:42,https://harakahdaily.net/index.php/2021/09/23/tasik-kenyir-terima-35000-pengunjung-sejak-1-sept/
Kerajaan cadang perkenal peranti kesan kontak Covid-19,2021-09-23,15:30:10,https://harakahdaily.net/index.php/2021/09/23/kerajaan-cadang-perkenal-peranti-kesan-kontak-covid-19/
Segerakan transformasi penjagaan kesihatan awam negara,2021-09-23,14:50:13,https://harakahdaily.net/index.php/2021/09/23/segerakan-transformasi-penjagaan-kesihatan-awam-negara/
‘Frontliners’ Hospital Jengka dihargai Ustaz Shahril,2021-09-23,09:15:15,https://harakahdaily.net/index.php/2021/09/23/frontliners-hospital-jengka-dihargai-ustaz-shahril/
PAS Johor sumbang peralatan perubatan untuk hospital,2021-09-22,22:15:34,https://harakahdaily.net/index.php/2021/09/22/pas-johor-sumbang-peralatan-perubatan-untuk-hospital/
Cabutan nombor ramalan bukan pilihan stabilkan negara,2021-09-22,16:04:14,https://harakahdaily.net/index.php/2021/09/22/cabutan-nombor-ramalan-bukan-pilihan-stabilkan-negara/
2 minggu lagi Kelantan capai dos kedua 77 peratus,2021-09-22,15:45:22,https://harakahdaily.net/index.php/2021/09/22/2-minggu-lagi-kelantan-capai-dos-kedua-77-peratus/
Sabah Maju Jaya 1.0 positif pulihkan ekonomi negeri,2021-09-22,15:34:16,https://harakahdaily.net/index.php/2021/09/22/sabah-maju-jaya-1-0-positif-pulihkan-ekonomi-negeri/
KDN mohon RM10 juta bagi pemulihan penagih dadah,2021-09-22,15:23:13,https://harakahdaily.net/index.php/2021/09/22/kdn-mohon-rm10-juta-bagi-pemulihan-penagih-dadah/
Tiada caj hospital mangsa Covid-19 meninggal dunia,2021-09-22,15:13:59,https://harakahdaily.net/index.php/2021/09/22/tiada-caj-hospital-mangsa-covid-19-meninggal-dunia/
"Ustaz Tarmizi pastikan projek, selenggara ikut ketetapan",2021-09-22,12:12:30,https://harakahdaily.net/index.php/2021/09/22/ustaz-tarmizi-pastikan-projek-selenggara-ikut-ketetapan/
Malaysia sebagai ‘negara tua’ menjelang tahun 2030,2021-09-22,11:54:59,https://harakahdaily.net/index.php/2021/09/22/malaysia-sebagai-negara-tua-menjelang-tahun-2030/
PRE: Pemangkin kebajikan dan ekonomi negara,2021-09-22,09:34:48,https://harakahdaily.net/index.php/2021/09/22/pre-pemangkin-kebajikan-dan-ekonomi-negara/
PICK remaja secara ‘walk-in’ mulai Khamis ini,2021-09-21,16:00:21,https://harakahdaily.net/index.php/2021/09/21/pick-remaja-secara-walk-in-mulai-khamis-ini/
Kedah sediakan pinjaman mudah kepada peniaga kecil,2021-09-21,15:45:14,https://harakahdaily.net/index.php/2021/09/21/kedah-sediakan-pinjaman-mudah-kepada-peniaga-kecil/
Fasa endemik: Sejauh mana persediaan kerajaan?,2021-09-21,13:49:57,https://harakahdaily.net/index.php/2021/09/21/fasa-endemik-sejauh-mana-persediaan-kerajaan/
Jemaah haji tahun 2020 dapat keutamaan,2021-09-21,12:54:02,https://harakahdaily.net/index.php/2021/09/21/jemaah-haji-tahun-2020-dapat-keutamaan/
Kerajaan Pahang prihatin kepada Guru KAFA dan Takmir,2021-09-21,12:32:17,https://harakahdaily.net/index.php/2021/09/21/kerajaan-pahang-prihatin-kepada-guru-kafa-dan-takmir/
Pesakit COVID-19 peluk Islam di katil hospital,2021-09-21,09:32:28,https://harakahdaily.net/index.php/2021/09/21/pesakit-covid-19-peluk-islam-di-katil-hospital/
Kembali semula ke sekolah: Antara kelegaan guru dan dilema ibu bapa,2021-09-21,09:12:36,https://harakahdaily.net/index.php/2021/09/21/kembali-semula-ke-sekolah-antara-kelegaan-guru-dan-dilema-ibu-bapa/
6 perkara perlu diketahui mengenai Sidang DUN Kedah,2021-09-21,06:49:05,https://harakahdaily.net/index.php/2021/09/21/6-perkara-perlu-diketahui-mengenai-sidang-dun-kedah/
Susulan tanah runtuh: Kemensah Heights masih berisiko,2021-09-20,23:57:11,https://harakahdaily.net/index.php/2021/09/20/susulan-tanah-runtuh-kemensah-heights-masih-berisiko/
Rentas negeri tidak termasuk dalam pengurangan SOP,2021-09-20,16:07:54,https://harakahdaily.net/index.php/2021/09/20/rentas-negeri-tidak-termasuk-dalam-pengurangan-sop/
Keluarga Malaysia diseru prihatin terhadap anak yatim,2021-09-20,15:43:33,https://harakahdaily.net/index.php/2021/09/20/keluarga-malaysia-diseru-prihatin-terhadap-anak-yatim/
Kerajaan serius tangani salah guna media sosial,2021-09-20,12:54:32,https://harakahdaily.net/index.php/2021/09/20/kerajaan-serius-tangani-salah-guna-media-sosial/
Sultan yakin Kedah mampu harungi pandemik Covid-19,2021-09-20,12:08:30,https://harakahdaily.net/index.php/2021/09/20/sultan-yakin-kedah-mampu-harungi-pandemik-covid-19/
Perlu perancangan teratur hadapi fasa endemik – Sultan,2021-09-20,12:03:33,https://harakahdaily.net/index.php/2021/09/20/perlu-perancangan-teratur-hadapi-fasa-endemik-sultan/
